source_file,week_index,metric,value
POV-Weekly-Metrics-2025-11-30.pdf,3,reservation_share_pct,77.6
POV-Weekly-Metrics-2025-11-30.pdf,4,reservation_share_pct,77.0
POV-Weekly-Metrics-2025-11-30.pdf,5,reservation_share_pct,78.1
POV-Weekly-Metrics-2025-11-30.pdf,6,reservation_share_pct,74.6
POV-Weekly-Metrics-2025-11-30.pdf,7,reservation_share_pct,76.1
POV-Weekly-Metrics-2025-11-30.pdf,0,turn_time,28.3
POV-Weekly-Metrics-2025-11-30.pdf,1,turn_time,27.4
POV-Weekly-Metrics-2025-11-30.pdf,2,turn_time,32.0
POV-Weekly-Metrics-2025-11-30.pdf,3,turn_time,31.5
POV-Weekly-Metrics-2025-11-30.pdf,4,turn_time,29.1
POV-Weekly-Metrics-2025-11-30.pdf,5,turn_time,32.7
POV-Weekly-Metrics-2025-11-30.pdf,6,turn_time,28.5
POV-Weekly-Metrics-2025-11-30.pdf,7,turn_time,30.2
POV-Weekly-Metrics-2025-11-30.pdf,0,expanded_turn_time,33.4
POV-Weekly-Metrics-2025-11-30.pdf,1,expanded_turn_time,32.6
POV-Weekly-Metrics-2025-11-30.pdf,2,expanded_turn_time,38.0
POV-Weekly-Metrics-2025-11-30.pdf,3,expanded_turn_time,36.3
POV-Weekly-Metrics-2025-11-30.pdf,4,expanded_turn_time,33.2
POV-Weekly-Metrics-2025-11-30.pdf,5,expanded_turn_time,37.7
