seed_block,seed,policy,path,weighted_cost,mean_queue,terminal_yard_backlog,late_horizon_drift
0,41000,pto_high_fidelity,17,0.07573857886001159,2.448369565217391,0.0,0.0015511677568045
0,41000,pto_high_fidelity,18,0.08467879625131604,3.0443840579710146,9.0,0.0015270791105864174
0,41000,pto_high_fidelity,19,0.08054836146870743,2.7690217391304346,0.0,0.002750066189523392
0,41000,pto_high_fidelity,20,0.07901303538175077,2.6666666666666665,22.0,0.004608418439316143
0,41000,pto_high_fidelity,21,0.07504564407740293,2.402173913043478,7.0,-0.0012810385461742456
0,41000,pto_high_fidelity,22,0.0757793397295769,2.4510869565217392,0.0,-0.002829873393547715
0,41000,pto_high_fidelity,23,0.08609183972957685,3.1385869565217392,0.0,-0.005339053120890282
0,41000,pto_high_fidelity,24,0.08364618755566379,2.9755434782608696,0.0,0.0027014006137179416
0,41000,pto_high_fidelity,25,0.0803853179904467,2.7581521739130435,0.0,-0.0029878601903654094
0,41000,pto_high_fidelity,26,0.0884016223382728,3.2925724637681157,0.0,-0.003895958749820963
0,41000,pto_high_fidelity,27,0.08130923103392484,2.8197463768115942,7.0,0.0011565805407141524
0,41000,pto_high_fidelity,28,0.08092879625131627,2.7943840579710146,0.0,-0.0030282249488930075
0,41000,pto_high_fidelity,29,0.09509999190349012,3.739130434782609,0.0,-0.00028835845641691154
0,41000,pto_high_fidelity,30,0.08336086146870772,2.9565217391304346,0.0,0.007429394224801323
0,41000,pto_high_fidelity,31,0.08101031799044654,2.79981884057971,1.0,0.005192459602689247
0,41000,pto_high_fidelity,32,0.07758640494696815,2.5715579710144927,0.0,-0.0004583353226359489
0,41000,pto_high_fidelity,33,0.08200216581653333,2.8659420289855073,2.0,0.0032440461981171793
0,41000,pto_high_fidelity,34,0.08876847016435958,3.3170289855072466,6.0,-0.007754156919083851
0,41000,pto_high_fidelity,35,0.0974777092947947,3.897644927536232,10.0,0.0007153893897108929
0,41000,pto_high_fidelity,36,0.0826951005991421,2.9121376811594204,0.0,-0.0005601152782781175
0,41000,pto_high_fidelity,37,0.08364618755566422,2.9755434782608696,16.0,-0.004352123924148976
0,41000,pto_high_fidelity,38,0.0748961875556639,2.392210144927536,0.0,0.0031316325157661274
0,41000,pto_high_fidelity,39,0.09674401364262065,3.848731884057971,0.0,-0.008683794200495662
1,41001,pto_frozen,0,71.33577683487171,4755.557065217391,7605.0,5.059228284410957
1,41001,pto_frozen,1,75.80081759574112,5053.226449275362,8014.0,5.5162785537263614
1,41001,pto_frozen,2,73.24853498704564,4883.074275362319,7749.0,5.048109692316373
1,41001,pto_frozen,3,71.63917357400216,4775.783514492754,7600.0,5.037998266051502
1,41001,pto_frozen,4,74.15505672617603,4943.509057971014,8032.0,5.461356169080595
1,41001,pto_frozen,5,73.63906487834984,4909.109601449275,8139.0,6.133571434771852
1,41001,pto_frozen,6,78.11062737834986,5207.213768115942,8279.0,6.09666149809678
1,41001,pto_frozen,7,71.29199966095867,4752.638586956522,7808.0,5.6167230543535345
1,41001,pto_frozen,8,75.44755672617605,5029.675724637681,8025.0,5.574943630397701
1,41001,pto_frozen,9,70.90994803052381,4727.16847826087,7656.0,5.006731745797508
1,41001,pto_frozen,10,71.22194531313254,4747.968297101449,7902.0,5.783077617524381
1,41001,pto_frozen,11,74.3973529218281,4959.662137681159,7944.0,5.931660347918177
1,41001,pto_frozen,12,74.86420074791508,4990.785326086957,8135.0,5.947005737872126
1,41001,pto_frozen,13,76.1663882479152,5077.597826086957,7913.0,5.337803766509404
1,41001,pto_frozen,14,76.06274694356732,5070.688405797101,8201.0,5.828649321394624
1,41001,pto_frozen,15,73.72346705226303,4914.736413043478,8052.0,5.793074351451178
